sender,message,conversation_history,receiver
3,Dat moeten we ook niet doen. Dat is nou precies waarom ik me hier uitspreek en waarom we deze dialoog hier hebben. Ik denk dat het goed is dat de mondelinge vragen vandaag ook aandacht besteden aan dit onderwerp. Ik zeg u dat ik dit onderwerp zeer serieus neem. Ik kom met een strategie. Die krijgt u binnen anderhalve maand. Daar zal klip-en-klaar in staan wat wij gaan doen om dit fenomeen uit te bannen.,"Sender: Van Weel, message: Dat is mij uit het hart gegrepen. We moeten weg uit deze polarisatie, die in dit specifieke geval nog verder is aangewakkerd door het conflict dat op dit moment woedt in het Midden-Oosten. Dat is het laatste wat we nodig hebben. We moeten tot elkaar komen. We moeten juist die redelijke meerderheid, van mensen die hier in vrede willen samenwonen en willen staan voor onze democratie, mobiliseren, ook in dit kader., Sender: Van Zanten, message: Dank aan de minister voor het beantwoorden van de vragen. Ik sluit me eigenlijk een beetje aan bij mevrouw Bikker, want zij vraagt, via de voorzitter: wat kunt u als minister hieraan doen? U noemt een aantal voorbeelden, terwijl we gisteren zagen hoe het gierend uit de klauwen liep op de Dam in Amsterdam. Ik kreeg ook net die foto doorgestuurd met ""Juden raus"", met een galg eronder. Wat gaan we nou doen? We kunnen toch niet als land blijven kijken naar hoe dit allemaal naar de knoppen gaat en hoe Joden dag in, dag uit worden beledigd, bedreigd en geïntimideerd? Zo kunnen we toch niet met elkaar verder leven in dit land?",4
5,"Gisteravond was er een waardige herdenking. Maar dat de Joodse gemeenschap zichzelf niet meer kan zijn, komt natuurlijk doordat zelfs op een dag als gisteren haat gespuwd wordt, er geïntimideerd wordt en terrorisme zelfs wordt vergoelijkt. Het kan toch niet zo zijn dat bij elke herdenking of viering van de Joodse gemeenschap dit soort wanordelijkheden aan de orde zijn? Mijn vraag aan de minister is dus: wat gaat hij doen? Gaat hij de burgemeesters er ook op wijzen dat dit zo niet verder kan en gaat hij daarover met hen in gesprek?","Sender: Van Zanten, message: Dank aan de minister voor het beantwoorden van de vragen. Ik sluit me eigenlijk een beetje aan bij mevrouw Bikker, want zij vraagt, via de voorzitter: wat kunt u als minister hieraan doen? U noemt een aantal voorbeelden, terwijl we gisteren zagen hoe het gierend uit de klauwen liep op de Dam in Amsterdam. Ik kreeg ook net die foto doorgestuurd met ""Juden raus"", met een galg eronder. Wat gaan we nou doen? We kunnen toch niet als land blijven kijken naar hoe dit allemaal naar de knoppen gaat en hoe Joden dag in, dag uit worden beledigd, bedreigd en geïntimideerd? Zo kunnen we toch niet met elkaar verder leven in dit land?, Sender: Van Weel, message: Dat moeten we ook niet doen. Dat is nou precies waarom ik me hier uitspreek en waarom we deze dialoog hier hebben. Ik denk dat het goed is dat de mondelinge vragen vandaag ook aandacht besteden aan dit onderwerp. Ik zeg u dat ik dit onderwerp zeer serieus neem. Ik kom met een strategie. Die krijgt u binnen anderhalve maand. Daar zal klip-en-klaar in staan wat wij gaan doen om dit fenomeen uit te bannen.",3
3,"Ik spreek heel veel met burgemeesters. Alle burgemeesters in ons land, zeker in de grote steden, worstelen met het toenemende aantal demonstraties, de toenemende polarisatie in de samenleving en het toenemende aantal extreme uitingsvormen in het debat, waardoor demonstraties worden gekaapt en overgenomen. Zo ook gisteren, toen enkele raddraaiers er tijdens een waardige herdenking voor hebben gezorgd dat wanordelijkheden uitbraken, de ME moest worden ingezet en een tegendemonstratie moest worden ontbonden. Dit zijn heel moeilijke besluiten voor burgemeesters. Zij moeten er met respect voor het demonstratierecht, dat een grondrecht is dat we moeten koesteren, voor zorgen dat dit soort demonstraties en tegendemonstraties kunnen plaatsvinden en dat dit in waardigheid en zonder wanordelijkheden gebeurt. Een van mijn speerpunten — u heeft me daar vaker over gehoord — is dat we kijken hoe we de belofte uit het regeerakkoord van een scherper onderscheid tussen vreedzaam demonstreren en ordeverstorende demonstraties vorm kunnen geven. Ik denk dat een aantal van de zaken die we gisteren hebben gezien, precies vallen onder het soort wanordelijkheden waarover we ook met z'n allen als samenleving moeten zeggen: dit willen we niet. Demonstreren mag en moet, maar dit moeten we met z'n allen niet willen. Hou je gewoon aan de wet.","Sender: Van Weel, message: Dat moeten we ook niet doen. Dat is nou precies waarom ik me hier uitspreek en waarom we deze dialoog hier hebben. Ik denk dat het goed is dat de mondelinge vragen vandaag ook aandacht besteden aan dit onderwerp. Ik zeg u dat ik dit onderwerp zeer serieus neem. Ik kom met een strategie. Die krijgt u binnen anderhalve maand. Daar zal klip-en-klaar in staan wat wij gaan doen om dit fenomeen uit te bannen., Sender: Ellian, message: Gisteravond was er een waardige herdenking. Maar dat de Joodse gemeenschap zichzelf niet meer kan zijn, komt natuurlijk doordat zelfs op een dag als gisteren haat gespuwd wordt, er geïntimideerd wordt en terrorisme zelfs wordt vergoelijkt. Het kan toch niet zo zijn dat bij elke herdenking of viering van de Joodse gemeenschap dit soort wanordelijkheden aan de orde zijn? Mijn vraag aan de minister is dus: wat gaat hij doen? Gaat hij de burgemeesters er ook op wijzen dat dit zo niet verder kan en gaat hij daarover met hen in gesprek?",5
6,"Joden zijn vogelvrij in Nederland. Wekelijks horen we tijdens demonstraties oproepen tot geweld tegen Joden, zoals de antisemitische leus ""from the river to the sea"". Antisemieten kunnen deze haatdragende leus nog steeds ongestraft scanderen, ondanks de aangenomen motie waarin deze Hamasleus expliciet wordt erkend als oproep tot geweld tegen Joden. Waarom worden deze antisemieten niet opgepakt? Hoe verklaart de minister zijn passiviteit en die van het OM bij het aanpakken van deze bedreigingen, terwijl de Joodse gemeenschap steeds meer in gevaar komt?","Sender: Ellian, message: Gisteravond was er een waardige herdenking. Maar dat de Joodse gemeenschap zichzelf niet meer kan zijn, komt natuurlijk doordat zelfs op een dag als gisteren haat gespuwd wordt, er geïntimideerd wordt en terrorisme zelfs wordt vergoelijkt. Het kan toch niet zo zijn dat bij elke herdenking of viering van de Joodse gemeenschap dit soort wanordelijkheden aan de orde zijn? Mijn vraag aan de minister is dus: wat gaat hij doen? Gaat hij de burgemeesters er ook op wijzen dat dit zo niet verder kan en gaat hij daarover met hen in gesprek?, Sender: Van Weel, message: Ik spreek heel veel met burgemeesters. Alle burgemeesters in ons land, zeker in de grote steden, worstelen met het toenemende aantal demonstraties, de toenemende polarisatie in de samenleving en het toenemende aantal extreme uitingsvormen in het debat, waardoor demonstraties worden gekaapt en overgenomen. Zo ook gisteren, toen enkele raddraaiers er tijdens een waardige herdenking voor hebben gezorgd dat wanordelijkheden uitbraken, de ME moest worden ingezet en een tegendemonstratie moest worden ontbonden. Dit zijn heel moeilijke besluiten voor burgemeesters. Zij moeten er met respect voor het demonstratierecht, dat een grondrecht is dat we moeten koesteren, voor zorgen dat dit soort demonstraties en tegendemonstraties kunnen plaatsvinden en dat dit in waardigheid en zonder wanordelijkheden gebeurt. Een van mijn speerpunten — u heeft me daar vaker over gehoord — is dat we kijken hoe we de belofte uit het regeerakkoord van een scherper onderscheid tussen vreedzaam demonstreren en ordeverstorende demonstraties vorm kunnen geven. Ik denk dat een aantal van de zaken die we gisteren hebben gezien, precies vallen onder het soort wanordelijkheden waarover we ook met z'n allen als samenleving moeten zeggen: dit willen we niet. Demonstreren mag en moet, maar dit moeten we met z'n allen niet willen. Hou je gewoon aan de wet.",3
3,"Dank voor deze vraag. Ik ben me er zeer van bewust dat uw Kamer zich in meerderheid heeft uitgesproken tegen deze leus en voor het strafbaar stellen daarvan. Het OM geeft hier deze donderdag een vertrouwelijke briefing over aan uw Kamer en zal daarbij ook toelichten waar zij mogelijkheden en onmogelijkheden daarvoor zien. Het is nu eenmaal een feit dat binnen de Nederlandse wet een leus alleen strafbaar is in de context waarin die wordt gebruikt. Ik kan op voorhand niet precies uittekenen welke context leidt tot een vervolging en welke niet. Mensen kunnen dus vervolgd worden voor het gebruiken van die leus, maar alleen als het OM acht dat de wet wordt overtreden door de context waarin die wordt uitgesproken.","Sender: Van Weel, message: Ik spreek heel veel met burgemeesters. Alle burgemeesters in ons land, zeker in de grote steden, worstelen met het toenemende aantal demonstraties, de toenemende polarisatie in de samenleving en het toenemende aantal extreme uitingsvormen in het debat, waardoor demonstraties worden gekaapt en overgenomen. Zo ook gisteren, toen enkele raddraaiers er tijdens een waardige herdenking voor hebben gezorgd dat wanordelijkheden uitbraken, de ME moest worden ingezet en een tegendemonstratie moest worden ontbonden. Dit zijn heel moeilijke besluiten voor burgemeesters. Zij moeten er met respect voor het demonstratierecht, dat een grondrecht is dat we moeten koesteren, voor zorgen dat dit soort demonstraties en tegendemonstraties kunnen plaatsvinden en dat dit in waardigheid en zonder wanordelijkheden gebeurt. Een van mijn speerpunten — u heeft me daar vaker over gehoord — is dat we kijken hoe we de belofte uit het regeerakkoord van een scherper onderscheid tussen vreedzaam demonstreren en ordeverstorende demonstraties vorm kunnen geven. Ik denk dat een aantal van de zaken die we gisteren hebben gezien, precies vallen onder het soort wanordelijkheden waarover we ook met z'n allen als samenleving moeten zeggen: dit willen we niet. Demonstreren mag en moet, maar dit moeten we met z'n allen niet willen. Hou je gewoon aan de wet., Sender: Boon, message: Joden zijn vogelvrij in Nederland. Wekelijks horen we tijdens demonstraties oproepen tot geweld tegen Joden, zoals de antisemitische leus ""from the river to the sea"". Antisemieten kunnen deze haatdragende leus nog steeds ongestraft scanderen, ondanks de aangenomen motie waarin deze Hamasleus expliciet wordt erkend als oproep tot geweld tegen Joden. Waarom worden deze antisemieten niet opgepakt? Hoe verklaart de minister zijn passiviteit en die van het OM bij het aanpakken van deze bedreigingen, terwijl de Joodse gemeenschap steeds meer in gevaar komt?Se",6
7,"Het is werkelijk ziekmakend om te zien hoe het antisemitisme weer woekert in onze samenleving. Ik ben ook benieuwd naar de brief waar de minister mee gaat komen. Ik sluit me aan bij veel vragen die mijn collega's hebben gesteld. Afgelopen weekend las ik het boek van Natascha van Weezel, die helaas als Jodin natuurlijk zelf ook met antisemitisme te maken heeft. Maar zij hield ook een pleidooi tegen polarisatie. Staan er in de brief waar de minister mee komt ook initiatieven zoals dit? Worden de personen en maatschappelijke initiatieven die juist ook de verbinding zoeken tussen bevolkingsgroepen daar ook gelijk in meegenomen? Gaat die brief dus niet alleen over het bestraffen van antisemitisme, maar ook over het vormen van een dialoog?","Sender: Boon, message: Joden zijn vogelvrij in Nederland. Wekelijks horen we tijdens demonstraties oproepen tot geweld tegen Joden, zoals de antisemitische leus ""from the river to the sea"". Antisemieten kunnen deze haatdragende leus nog steeds ongestraft scanderen, ondanks de aangenomen motie waarin deze Hamasleus expliciet wordt erkend als oproep tot geweld tegen Joden. Waarom worden deze antisemieten niet opgepakt? Hoe verklaart de minister zijn passiviteit en die van het OM bij het aanpakken van deze bedreigingen, terwijl de Joodse gemeenschap steeds meer in gevaar komt?, Sender: Van Weel, message: Dank voor deze vraag. Ik ben me er zeer van bewust dat uw Kamer zich in meerderheid heeft uitgesproken tegen deze leus en voor het strafbaar stellen daarvan. Het OM geeft hier deze donderdag een vertrouwelijke briefing over aan uw Kamer en zal daarbij ook toelichten waar zij mogelijkheden en onmogelijkheden daarvoor zien. Het is nu eenmaal een feit dat binnen de Nederlandse wet een leus alleen strafbaar is in de context waarin die wordt gebruikt. Ik kan op voorhand niet precies uittekenen welke context leidt tot een vervolging en welke niet. Mensen kunnen dus vervolgd worden voor het gebruiken van die leus, maar alleen als het OM acht dat de wet wordt overtreden door de context waarin die wordt uitgesproken.",7
3,"Dit is me uit het hart gegrepen. Het gaat mij om de dialoog en om het tegengaan van polarisatie, want als we blijven hangen in polen, komen we nooit tot elkaar. In die zin werkt het conflict in het Midden-Oosten nu als contrastvloeistof die de verschillen die er al waren heel duidelijk blootlegt en extremer maakt. Daar moeten we vanaf. We moeten elkaar vinden in dat midden. Dan denk ik dat we het voor 90% eens kunnen worden over wat voor samenleving wij willen hebben, ook in relatie tot dit onderwerp. Voor die resterende 10% kunnen we dan van mening verschillen, maar dat maakt het probleem in ieder geval een stuk overzichtelijker dan het nu lijkt.","Sender: Van Weel, message: Dank voor deze vraag. Ik ben me er zeer van bewust dat uw Kamer zich in meerderheid heeft uitgesproken tegen deze leus en voor het strafbaar stellen daarvan. Het OM geeft hier deze donderdag een vertrouwelijke briefing over aan uw Kamer en zal daarbij ook toelichten waar zij mogelijkheden en onmogelijkheden daarvoor zien. Het is nu eenmaal een feit dat binnen de Nederlandse wet een leus alleen strafbaar is in de context waarin die wordt gebruikt. Ik kan op voorhand niet precies uittekenen welke context leidt tot een vervolging en welke niet. Mensen kunnen dus vervolgd worden voor het gebruiken van die leus, maar alleen als het OM acht dat de wet wordt overtreden door de context waarin die wordt uitgesproken., Sender: Boswijk, message: Het is werkelijk ziekmakend om te zien hoe het antisemitisme weer woekert in onze samenleving. Ik ben ook benieuwd naar de brief waar de minister mee gaat komen. Ik sluit me aan bij veel vragen die mijn collega's hebben gesteld. Afgelopen weekend las ik het boek van Natascha van Weezel, die helaas als Jodin natuurlijk zelf ook met antisemitisme te maken heeft. Maar zij hield ook een pleidooi tegen polarisatie. Staan er in de brief waar de minister mee komt ook initiatieven zoals dit? Worden de personen en maatschappelijke initiatieven die juist ook de verbinding zoeken tussen bevolkingsgroepen daar ook gelijk in meegenomen? Gaat die brief dus niet alleen over het bestraffen van antisemitisme, maar ook over het vormen van een dialoog?",7
7,"Ik ben blij om dat te horen. Ik ben benieuwd of de brief die de minister gaat schrijven dan ook wordt geschreven vanuit meerdere ministeries, aangezien dit uiteindelijk ook een stukje opvoeding en cultuuroverbrugging is. Dat gebeurt natuurlijk niet alleen vanuit het ministerie van JenV; dat is de uiteindelijke consequentie als je dan nog steeds niet luistert, namelijk dat je dan keihard wordt aangepakt. Dus komt die brief ook vanuit meerdere ministeries?","Sender: Boswijk, message: Het is werkelijk ziekmakend om te zien hoe het antisemitisme weer woekert in onze samenleving. Ik ben ook benieuwd naar de brief waar de minister mee gaat komen. Ik sluit me aan bij veel vragen die mijn collega's hebben gesteld. Afgelopen weekend las ik het boek van Natascha van Weezel, die helaas als Jodin natuurlijk zelf ook met antisemitisme te maken heeft. Maar zij hield ook een pleidooi tegen polarisatie. Staan er in de brief waar de minister mee komt ook initiatieven zoals dit? Worden de personen en maatschappelijke initiatieven die juist ook de verbinding zoeken tussen bevolkingsgroepen daar ook gelijk in meegenomen? Gaat die brief dus niet alleen over het bestraffen van antisemitisme, maar ook over het vormen van een dialoog?, Sender: Van Weel, message: Dit is me uit het hart gegrepen. Het gaat mij om de dialoog en om het tegengaan van polarisatie, want als we blijven hangen in polen, komen we nooit tot elkaar. In die zin werkt het conflict in het Midden-Oosten nu als contrastvloeistof die de verschillen die er al waren heel duidelijk blootlegt en extremer maakt. Daar moeten we vanaf. We moeten elkaar vinden in dat midden. Dan denk ik dat we het voor 90% eens kunnen worden over wat voor samenleving wij willen hebben, ook in relatie tot dit onderwerp. Voor die resterende 10% kunnen we dan van mening verschillen, maar dat maakt het probleem in ieder geval een stuk overzichtelijker dan het nu lijkt.",3
3,"Ja, in ieder geval van het ministerie van Onderwijs, het ministerie van Sociale Zaken, het ministerie van Binnenlandse Zaken en mijn ministerie, en zo mogelijk nog wel van meer ministeries. Het is een breed palet. Het gaat ook om opvoeding, religieuze beleving, dialoog en hoe we ons tot elkaar verhouden op sportvelden. Het wordt breed.","Sender: Van Weel, message: Dit is me uit het hart gegrepen. Het gaat mij om de dialoog en om het tegengaan van polarisatie, want als we blijven hangen in polen, komen we nooit tot elkaar. In die zin werkt het conflict in het Midden-Oosten nu als contrastvloeistof die de verschillen die er al waren heel duidelijk blootlegt en extremer maakt. Daar moeten we vanaf. We moeten elkaar vinden in dat midden. Dan denk ik dat we het voor 90% eens kunnen worden over wat voor samenleving wij willen hebben, ook in relatie tot dit onderwerp. Voor die resterende 10% kunnen we dan van mening verschillen, maar dat maakt het probleem in ieder geval een stuk overzichtelijker dan het nu lijkt., Sender: Boswijk, message: Ik ben blij om dat te horen. Ik ben benieuwd of de brief die de minister gaat schrijven dan ook wordt geschreven vanuit meerdere ministeries, aangezien dit uiteindelijk ook een stukje opvoeding en cultuuroverbrugging is. Dat gebeurt natuurlijk niet alleen vanuit het ministerie van JenV; dat is de uiteindelijke consequentie als je dan nog steeds niet luistert, namelijk dat je dan keihard wordt aangepakt. Dus komt die brief ook vanuit meerdere ministeries?",7
8,"Dank voor de heldere, ondubbelzinnige stellingname van de minister op dit thema. Maar dan toch even boter bij de vis. We hebben het over het demonstratierecht. Dat is een grondrecht, zegt de minister. Maar is er dan helemaal niets heilig? Zijn er dan helemaal geen grenzen? Gisteren vond er een waardige herdenking plaats van de moord en marteling van 1.200 mensen. Is dat dan de plek waarbij een demonstratie toegestaan moet worden? Zijn er dan binnen dat demonstratierecht geen grenzen aan waar je mag demonstreren, vraag ik aan de minister. Ik zou haast zeggen: wat is het volgende? Waar liggen dan de grenzen?","Sender: Boswijk, message: Ik ben blij om dat te horen. Ik ben benieuwd of de brief die de minister gaat schrijven dan ook wordt geschreven vanuit meerdere ministeries, aangezien dit uiteindelijk ook een stukje opvoeding en cultuuroverbrugging is. Dat gebeurt natuurlijk niet alleen vanuit het ministerie van JenV; dat is de uiteindelijke consequentie als je dan nog steeds niet luistert, namelijk dat je dan keihard wordt aangepakt. Dus komt die brief ook vanuit meerdere ministeries?, Sender: Van Weel, message: Ja, in ieder geval van het ministerie van Onderwijs, het ministerie van Sociale Zaken, het ministerie van Binnenlandse Zaken en mijn ministerie, en zo mogelijk nog wel van meer ministeries. Het is een breed palet. Het gaat ook om opvoeding, religieuze beleving, dialoog en hoe we ons tot elkaar verhouden op sportvelden. Het wordt breed.",3
3,"Het demonstratierecht is helder. Dat kent grenzen, maar die zijn wel ruim. Die zijn ruim met een reden, want het is een grondrecht en mensen moeten de mogelijkheid hebben om zich te uiten. Zo moeten tegendemonstranten ook hoorbaar of zichtbaar zijn. Dat is allemaal jurisprudentie die voortkomt uit regimes of tijden waarin demonstraties en demonstranten werden onderdrukt. Dat is niet het geval in Nederland, dus we hebben hier een heel breed demonstratierecht. Dat is wat anders dan de vraag wat we met z'n allen acceptabel vinden en de vraag hoe we vinden dat je je moet gedragen tijdens een demonstratie. Moet je de wet overtreden tijdens demonstraties of hou je je aan de wet? Luister je naar de politie als die je een opdracht geeft tijdens een demonstratie, of doe je dat niet? Ga je over tot fysieke wanordelijkheden of vernielingen, of niet? Dat zijn alle zaken waarover ik de dialoog wil aangaan. Overigens geldt dit ongeacht het onderwerp van de demonstraties. In algemene zin denk ik dat het draagvlak voor demonstraties onder druk komt te staan als we steeds vaker steeds extremere vormen van demonstraties zien in ons land. Dan maakt het onderwerp mij niet uit. Maar burgemeesters worstelen daarmee. Zo'n worsteling heeft u ook gisteren kunnen zien in Amsterdam. Daar moest uiteindelijk helaas worden ingegrepen door de ME en een demonstratie moest worden ontbonden, omdat die niet meer ordelijk plaatsvond.","Sender: Van Weel, message: Ja, in ieder geval van het ministerie van Onderwijs, het ministerie van Sociale Zaken, het ministerie van Binnenlandse Zaken en mijn ministerie, en zo mogelijk nog wel van meer ministeries. Het is een breed palet. Het gaat ook om opvoeding, religieuze beleving, dialoog en hoe we ons tot elkaar verhouden op sportvelden. Het wordt breed., Sender: Flach, message: Dank voor de heldere, ondubbelzinnige stellingname van de minister op dit thema. Maar dan toch even boter bij de vis. We hebben het over het demonstratierecht. Dat is een grondrecht, zegt de minister. Maar is er dan helemaal niets heilig? Zijn er dan helemaal geen grenzen? Gisteren vond er een waardige herdenking plaats van de moord en marteling van 1.200 mensen. Is dat dan de plek waarbij een demonstratie toegestaan moet worden? Zijn er dan binnen dat demonstratierecht geen grenzen aan waar je mag demonstreren, vraag ik aan de minister. Ik zou haast zeggen: wat is het volgende? Waar liggen dan de grenzen?Se",8
8,"Wat de SGP betreft was dit ver over de grens. Het verzieken van een herdenking van zo veel leed valt niet onder het demonstratierecht, wat ons betreft. Maar dan heb ik een andere vraag over de context die de minister net schetste. Het bestraffen van antisemitisme is heel lastig, omdat je dat moet doen in de context. Als de NCAB signaleert dat er sinds 7 oktober vorig jaar een enorme toename is van antisemitische incidenten, is dat toch een belangrijke context waarbinnen een rechter of het Openbaar Ministerie hun werk kunnen doen? Zij kunnen dan zeggen: ""Hier is een duidelijke relatie met wat er gebeurd is op 7 oktober vorig jaar. Dat is een context die we meewegen, dus we kunnen bestraffen op dat soort verwerpelijke leuzen over rivieren, de zee enzovoorts."" Ik ga de leus niet eens herhalen. Maar daar zou je toch een contextfactor van kunnen maken?","Sender: Flach, message: Dank voor de heldere, ondubbelzinnige stellingname van de minister op dit thema. Maar dan toch even boter bij de vis. We hebben het over het demonstratierecht. Dat is een grondrecht, zegt de minister. Maar is er dan helemaal niets heilig? Zijn er dan helemaal geen grenzen? Gisteren vond er een waardige herdenking plaats van de moord en marteling van 1.200 mensen. Is dat dan de plek waarbij een demonstratie toegestaan moet worden? Zijn er dan binnen dat demonstratierecht geen grenzen aan waar je mag demonstreren, vraag ik aan de minister. Ik zou haast zeggen: wat is het volgende? Waar liggen dan de grenzen?, Sender: Van Weel, message: Het demonstratierecht is helder. Dat kent grenzen, maar die zijn wel ruim. Die zijn ruim met een reden, want het is een grondrecht en mensen moeten de mogelijkheid hebben om zich te uiten. Zo moeten tegendemonstranten ook hoorbaar of zichtbaar zijn. Dat is allemaal jurisprudentie die voortkomt uit regimes of tijden waarin demonstraties en demonstranten werden onderdrukt. Dat is niet het geval in Nederland, dus we hebben hier een heel breed demonstratierecht. Dat is wat anders dan de vraag wat we met z'n allen acceptabel vinden en de vraag hoe we vinden dat je je moet gedragen tijdens een demonstratie. Moet je de wet overtreden tijdens demonstraties of hou je je aan de wet? Luister je naar de politie als die je een opdracht geeft tijdens een demonstratie, of doe je dat niet? Ga je over tot fysieke wanordelijkheden of vernielingen, of niet? Dat zijn alle zaken waarover ik de dialoog wil aangaan. Overigens geldt dit ongeacht het onderwerp van de demonstraties. In algemene zin denk ik dat het draagvlak voor demonstraties onder druk komt te staan als we steeds vaker steeds extremere vormen van demonstraties zien in ons land. Dan maakt het onderwerp mij niet uit. Maar burgemeesters worstelen daarmee. Zo'n worsteling heeft u ook gisteren kunnen zien in Amsterdam. Daar moest uiteindelijk helaas worden ingegrepen door de ME en een demonstratie moest worden ontbonden, omdat die niet meer ordelijk plaatsvond.",3
3,"Hier wil ik niet op de stoel van het OM gaan zitten. Het enige dat ik kan zeggen, is dat uitspraken, het gebruik van vlaggen, het maken van gebaren en alle andere zaken die plaatsvinden, worden meegewogen door politie en OM om uiteindelijk te bepalen of er sprake is van strafbare feiten. De wet is de wet en daar laat ik het ook bij.","Sender: Van Weel, message: Het demonstratierecht is helder. Dat kent grenzen, maar die zijn wel ruim. Die zijn ruim met een reden, want het is een grondrecht en mensen moeten de mogelijkheid hebben om zich te uiten. Zo moeten tegendemonstranten ook hoorbaar of zichtbaar zijn. Dat is allemaal jurisprudentie die voortkomt uit regimes of tijden waarin demonstraties en demonstranten werden onderdrukt. Dat is niet het geval in Nederland, dus we hebben hier een heel breed demonstratierecht. Dat is wat anders dan de vraag wat we met z'n allen acceptabel vinden en de vraag hoe we vinden dat je je moet gedragen tijdens een demonstratie. Moet je de wet overtreden tijdens demonstraties of hou je je aan de wet? Luister je naar de politie als die je een opdracht geeft tijdens een demonstratie, of doe je dat niet? Ga je over tot fysieke wanordelijkheden of vernielingen, of niet? Dat zijn alle zaken waarover ik de dialoog wil aangaan. Overigens geldt dit ongeacht het onderwerp van de demonstraties. In algemene zin denk ik dat het draagvlak voor demonstraties onder druk komt te staan als we steeds vaker steeds extremere vormen van demonstraties zien in ons land. Dan maakt het onderwerp mij niet uit. Maar burgemeesters worstelen daarmee. Zo'n worsteling heeft u ook gisteren kunnen zien in Amsterdam. Daar moest uiteindelijk helaas worden ingegrepen door de ME en een demonstratie moest worden ontbonden, omdat die niet meer ordelijk plaatsvond., Sender: Flach, message: Wat de SGP betreft was dit ver over de grens. Het verzieken van een herdenking van zo veel leed valt niet onder het demonstratierecht, wat ons betreft. Maar dan heb ik een andere vraag over de context die de minister net schetste. Het bestraffen van antisemitisme is heel lastig, omdat je dat moet doen in de context. Als de NCAB signaleert dat er sinds 7 oktober vorig jaar een enorme toename is van antisemitische incidenten, is dat toch een belangrijke context waarbinnen een rechter of het Openbaar Ministerie hun werk kunnen doen? Zij kunnen dan zeggen: ""Hier is een duidelijke relatie met wat er gebeurd is op 7 oktober vorig jaar. Dat is een context die we meewegen, dus we kunnen bestraffen op dat soort verwerpelijke leuzen over rivieren, de zee enzovoorts."" Ik ga de leus niet eens herhalen. Maar daar zou je toch een contextfactor van kunnen maken?",8
1,De heer Six Dijkstra van de ChristenUnie.,"Sender: Flach, message: Wat de SGP betreft was dit ver over de grens. Het verzieken van een herdenking van zo veel leed valt niet onder het demonstratierecht, wat ons betreft. Maar dan heb ik een andere vraag over de context die de minister net schetste. Het bestraffen van antisemitisme is heel lastig, omdat je dat moet doen in de context. Als de NCAB signaleert dat er sinds 7 oktober vorig jaar een enorme toename is van antisemitische incidenten, is dat toch een belangrijke context waarbinnen een rechter of het Openbaar Ministerie hun werk kunnen doen? Zij kunnen dan zeggen: ""Hier is een duidelijke relatie met wat er gebeurd is op 7 oktober vorig jaar. Dat is een context die we meewegen, dus we kunnen bestraffen op dat soort verwerpelijke leuzen over rivieren, de zee enzovoorts."" Ik ga de leus niet eens herhalen. Maar daar zou je toch een contextfactor van kunnen maken?, Sender: Van Weel, message: Hier wil ik niet op de stoel van het OM gaan zitten. Het enige dat ik kan zeggen, is dat uitspraken, het gebruik van vlaggen, het maken van gebaren en alle andere zaken die plaatsvinden, worden meegewogen door politie en OM om uiteindelijk te bepalen of er sprake is van strafbare feiten. De wet is de wet en daar laat ik het ook bij.",9
9,Nieuw Sociaal Contract.,"Sender: Van Weel, message: Hier wil ik niet op de stoel van het OM gaan zitten. Het enige dat ik kan zeggen, is dat uitspraken, het gebruik van vlaggen, het maken van gebaren en alle andere zaken die plaatsvinden, worden meegewogen door politie en OM om uiteindelijk te bepalen of er sprake is van strafbare feiten. De wet is de wet en daar laat ik het ook bij., Sender: voorzitter, message: De heer Six Dijkstra van de ChristenUnie.",1
1,"Nieuw Sociaal Contract, neem mij niet kwalijk. Ik was even ...","Sender: voorzitter, message: De heer Six Dijkstra van de ChristenUnie., Sender: Six Dijkstra, message: Nieuw Sociaal Contract.",9
9,"Het is natuurlijk schandalig, pijnlijk en ronduit onacceptabel dat Joodse Nederlanders zich niet langer veilig voelen in hun eigen land en het idee hebben dat ze hun identiteit moeten verbergen. Ik ben ook blij dat de minister zich daar zo duidelijk over uitspreekt. Ik zie ook uit naar de brief, maar ik ben wel benieuwd. Het is een terugkerend thema en we willen hier over een paar maanden niet nogmaals staan met exact hetzelfde vragenrondje, dus ik ben wel benieuwd naar het volgende. Waar ziet de minister het belangrijkste punt? Waar moet de grootste verandering plaatsvinden om ervoor te zorgen dat antisemitisme niet langer zo woekert in de samenleving?","Sender: Six Dijkstra, message: Nieuw Sociaal Contract., Sender: voorzitter, message: Nieuw Sociaal Contract, neem mij niet kwalijk. Ik was even ...",3
